number,date,range,concept,negation,hof,location,correct_answ,hof_answ,location_answ,negation_answ,bleu_score,levenstein_sim,cosine_sim,jaccard_sim
681,3/1/20 4:49,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
682,3/1/20 4:49,Infections,Infections of musculoskeletal system,0,0,null,0,,,,0.135135135,0.277777778,0.338255769,0.533333333
683,3/1/20 4:51,Interaction,Drug Interactions,0,0,null,0,,,,0.263157895,0.647058824,0.326243877,0.615384615
684,3/1/20 4:52,INTERACTION,Drug Interactions,0,0,null,0,,,,0.263157895,0.647058824,0.326243877,0.615384615
685,3/1/20 4:52,Interaction,Drug Interactions,0,0,null,0,,,,0.263157895,0.647058824,0.326243877,0.615384615
686,3/1/20 4:52,pain,Pain,0,0,null,1,1,1,1,1,1,1,1
687,3/1/20 4:52,pain,Pain,0,0,null,1,1,1,1,1,1,1,1
688,3/1/20 4:53,pain,Pain,0,0,null,1,1,1,1,1,1,1,1
689,3/1/20 4:53,pain,Pain,0,0,null,1,1,1,1,1,1,1,1
690,3/1/20 4:53,Pain,Pain,0,0,null,1,1,1,1,1,1,1,1
691,3/1/20 4:53,pain,Pain,0,0,null,1,1,1,1,1,1,1,1
692,3/1/20 4:53,pain,Pain,0,0,null,1,1,1,1,1,1,1,1
693,3/1/20 4:54,Pain,Pain,0,0,null,1,1,1,1,1,1,1,1
694,3/1/20 4:55,Pain,Pain,0,0,null,1,1,1,1,1,1,1,1
695,3/1/20 4:55,SERVICES,Services,0,0,null,1,1,1,1,1,1,1,1
696,3/1/20 4:56,Service,Services,0,0,null,1,1,1,1,0.5,0.875,0.882836998,1
697,3/1/20 4:56,Service,Services,0,0,null,1,1,1,1,0.5,0.875,0.882836998,1
698,3/1/20 4:56,edema,Edema,0,0,null,1,1,1,1,1,1,1,1
699,3/1/20 4:57,edema,Edema,1,0,null,1,1,1,1,1,1,1,1
700,3/1/20 4:57,edema,Edema,1,0,null,1,1,1,1,1,1,1,1
701,3/1/20 4:57,edema,Edema,0,0,null,1,1,1,1,1,1,1,1
702,3/1/20 4:59,ICD,"Disruptive, Impulse Control, and Conduct Disorders",0,0,null,0,,,,0,0.24,0.245857745,0.65
703,3/1/20 4:59,ICD,"Disruptive, Impulse Control, and Conduct Disorders",0,1,null,0,,,,0,0.24,0.245857745,0.65
704,3/1/20 4:59,ICD,"Disruptive, Impulse Control, and Conduct Disorders",0,1,null,0,,,,0,0.24,0.245857745,0.65
705,3/1/20 5:00,ICD,"Disruptive, Impulse Control, and Conduct Disorders",0,0,null,0,,,,0,0.24,0.245857745,0.65
706,3/1/20 5:00,ICD,"Disruptive, Impulse Control, and Conduct Disorders",0,0,null,0,,,,0,0.24,0.245857745,0.65
707,3/1/20 5:01,CHEST PAIN,Chest Pain,0,0,Chest,1,1,1,1,1,1,1,1
708,3/1/20 5:01,CHEST PAIN,Chest Pain,0,0,Chest,1,1,1,1,1,1,1,1
709,3/1/20 5:01,chest arm pain,Chest Pain,0,0,Chest,1,1,1,1,0.476190476,0.714285714,0.512557278,0.833333333
710,3/1/20 5:02,chest pain,Chest Pain,0,1,Chest,1,1,1,1,1,1,1,1
711,3/1/20 5:02,SEM,Spondyloenchondrodysplasia,0,0,null,0,,,,0,0.155172414,0,0.5
712,3/1/20 5:03,SEM,Spondyloenchondrodysplasia,0,0,null,0,,,,0,0.155172414,0,0.5
713,3/1/20 5:03,SEM,Spondyloenchondrodysplasia,0,0,null,0,,,,0,0.155172414,0,0.5
714,3/1/20 5:03,chest pains,Chest Pain,0,0,Chest,1,1,1,1,1.277777778,0.909090909,0.470811471,1
715,3/1/20 5:03,SEM,Spondyloenchondrodysplasia,0,0,null,0,,,,0,0.155172414,0,0.5
716,3/1/20 5:03,SEM,Spondyloenchondrodysplasia,0,0,null,0,,,,0,0.155172414,0,0.5
717,3/1/20 5:04,"pain , chest",Chest Pain,0,0,Chest,1,1,1,1,0.476190476,0.083333333,0.709147006,0.909090909
718,3/1/20 5:04,chest pain,Chest Pain,0,1,Chest,1,1,1,1,1,1,1,1
719,3/1/20 5:04,Chest Pain,Chest Pain,0,0,Chest,1,1,1,1,1,1,1,1
720,3/1/20 5:05,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
721,3/1/20 5:05,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
722,3/1/20 5:06,inversions,Chromosome inversion,0,0,null,0,,,,0.526315789,0.4,0,0.636363636
723,3/1/20 5:06,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
724,3/1/20 5:06,inversions,Chromosome inversion,0,0,null,0,,,,0.526315789,0.4,0,0.636363636
725,3/1/20 5:06,inv,Chromosome inversion,0,0,null,0,,,,0,0.15,0.206676468,0.272727273
726,3/1/20 5:06,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
727,3/1/20 5:06,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
728,3/1/20 5:08,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
729,3/1/20 5:08,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
730,3/1/20 5:11,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
731,3/1/20 5:12,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
732,3/1/20 5:13,DIS,Discontinued,0,0,Leg,0,,,,0,0.25,-0.025968384,0.333333333
733,3/1/20 5:15,diaphoresis,Dyspnea,0,0,null,1,1,1,1,0.263157895,0.166666667,0.547777787,0.4
734,3/1/20 5:17,diaphoresis,Dyspnea,0,0,null,1,1,1,1,0.263157895,0.166666667,0.547777787,0.4
735,3/1/20 5:17,PTT,CAT scan of head,0,0,null,1,1,1,1,0.613425926,0.551020408,0.45135809,0.736842105
736,3/1/20 5:18,INR,CAT scan of head,0,0,null,1,1,1,1,0.981481481,0.967741935,1,0.923076923
737,3/1/20 5:18,shortness of breath,Dyspnea,1,0,null,1,1,1,1,0,0.157894737,0.570033203,0.285714286
738,3/1/20 5:19,shortness of breath,Dyspnea,1,0,null,1,1,1,1,0,0.157894737,0.570033203,0.285714286
739,3/1/20 5:19,shortness of breath,Dyspnea,0,0,null,1,1,1,1,0,0.157894737,0.570033203,0.285714286
740,3/1/20 5:20,Shortness of Breath,Dyspnea,0,0,null,1,1,1,1,0,0.157894737,0.570033203,0.285714286
741,3/1/20 5:20,shortness of breath,Dyspnea,0,0,null,1,1,1,1,0,0.157894737,0.570033203,0.285714286
742,3/1/20 5:20,Report Status,Report status,0,0,null,1,1,1,1,1,1,1,1
743,3/1/20 5:20,screen,Screening for cancer,0,0,null,0,,,,0.178571429,0.3,0.474939605,0.454545455
744,3/1/20 5:20,Report Status,Report status,0,0,null,1,1,1,1,1,1,1,1
745,3/1/20 5:21,Report Status,Report status,0,0,null,1,1,1,1,1,1,1,1
746,3/1/20 5:21,Report Status,Report status,0,0,null,1,1,1,1,1,1,1,1
747,3/1/20 5:21,Report Status,Report status,0,0,null,1,1,1,1,1,1,1,1
748,3/1/20 5:22,Report Status,Report status,0,0,null,1,1,1,1,1,1,1,1
749,3/1/20 5:23,Report Status,Report status,0,0,null,1,1,1,1,1,1,1,1
750,3/1/20 5:23,Report Status,Report status,0,0,null,1,1,1,1,1,1,1,1
751,3/1/20 5:24,Report Status,Report status,0,0,null,1,1,1,1,1,1,1,1
752,3/1/20 5:26,blood pressure,Blood Pressure,0,0,Blood,1,1,1,1,1,1,1,1
753,3/1/20 5:26,hip,Procedure on hip,0,0,Hip structure,0,,,,0.178571429,0.1875,0.42326722,0.272727273
754,3/1/20 5:26,blood pressure,Blood Pressure,0,0,Blood,1,1,1,1,1,1,1,1
755,3/1/20 5:26,Blood Pressure,Blood Pressure,0,0,Blood,1,1,1,1,1,1,1,1
756,3/1/20 5:26,blood pressure,Blood Pressure,0,0,Blood,1,1,1,1,1,1,1,1
757,3/1/20 5:26,blood pressure,Blood Pressure,0,0,Blood,1,1,1,1,1,1,1,1
758,3/1/20 5:29,INTERACTION,Drug Interactions,0,0,null,0,,,,0.263157895,0.647058824,0.326243877,0.615384615
759,3/1/20 5:30,block,Obstruction,0,0,Structure of sciatic nerve,1,1,1,1,0,0.181818182,0.359371841,0.272727273
760,3/1/20 5:31,block,Obstruction,0,0,Structure of sciatic nerve,1,1,1,1,0,0.181818182,0.359371841,0.272727273
761,3/1/20 5:31,Wheezing,Wheezing,0,0,null,1,1,1,1,1,1,1,1
762,3/1/20 5:31,Interaction,Drug Interactions,0,0,null,0,,,,0.263157895,0.647058824,0.326243877,0.615384615
763,3/1/20 5:31,Wheezing,Wheezing,0,0,null,1,1,1,1,1,1,1,1
764,3/1/20 5:31,Interaction,Drug Interactions,0,0,null,0,,,,0.263157895,0.647058824,0.326243877,0.615384615
765,3/1/20 5:32,Interaction,Drug Interactions,0,0,null,0,,,,0.263157895,0.647058824,0.326243877,0.615384615
766,3/1/20 5:32,Interaction,Drug Interactions,0,0,null,0,,,,0.263157895,0.647058824,0.326243877,0.615384615
767,3/1/20 5:32,Wheezing,Wheezing,0,0,null,1,1,1,1,1,1,1,1
768,3/1/20 5:32,Wheezing,Wheezing,0,0,null,1,1,1,1,1,1,1,1
769,3/1/20 5:34,lesion,Lesion,0,0,Anterior descending branch of left coronary artery,1,1,1,1,1,1,1,1
770,3/1/20 5:34,lesion,Lesion,0,0,null,1,1,1,1,1,1,1,1
771,3/1/20 5:34,lesion,Lesion,0,0,null,1,1,1,1,1,1,1,1
772,3/1/20 5:34,ALLERGIES,Hypersensitivity,0,0,null,1,1,1,1,0,0.1875,0.594576836,0.307692308
773,3/1/20 5:36,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
774,3/1/20 5:36,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
775,3/1/20 5:37,severe,Grade 3 Severe Adverse Event,0,0,null,0,,,,0.108695652,0.214285714,0.559259728,0.363636364
776,3/1/20 5:37,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
777,3/1/20 5:37,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
778,3/1/20 5:37,severe,Grade 3 Severe Adverse Event,0,0,null,0,,,,0.108695652,0.214285714,0.559259728,0.363636364
779,3/1/20 5:37,DIS,Discontinued,0,0,Structure of left lower leg,0,,,,0,0.25,-0.025968384,0.333333333
780,3/1/20 5:38,severe,Grade 3 Severe Adverse Event,0,0,null,0,,,,0.108695652,0.214285714,0.559259728,0.363636364
781,3/1/20 5:38,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
782,3/1/20 5:38,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
783,3/1/20 5:38,DIS,Discontinued,0,0,null,0,,,,0,0.25,-0.025968384,0.333333333
784,3/1/20 5:39,severe,Grade 3 Severe Adverse Event,0,0,null,0,,,,0.108695652,0.214285714,0.559259728,0.363636364
785,3/1/20 5:39,angina,Angina Pectoris,0,0,null,1,1,1,1,0.263157895,0.4,0.790912986,0.333333333
786,3/1/20 5:39,severe,Grade 3 Severe Adverse Event,0,0,null,0,,,,0.108695652,0.214285714,0.559259728,0.363636364
787,3/1/20 5:39,angina,Angina Pectoris,0,0,null,1,1,1,1,0.263157895,0.4,0.790912986,0.333333333
788,3/1/20 5:39,severe,Grade 3 Severe Adverse Event,0,0,null,0,,,,0.108695652,0.214285714,0.559259728,0.363636364
789,3/1/20 5:40,angina,Angina Pectoris,0,0,null,1,1,1,1,0.263157895,0.4,0.790912986,0.333333333
790,3/1/20 5:40,severe,Grade 3 Severe Adverse Event,0,0,null,0,,,,0.108695652,0.214285714,0.559259728,0.363636364
791,3/1/20 5:40,severe,Grade 3 Severe Adverse Event,0,0,null,0,,,,0.108695652,0.214285714,0.559259728,0.363636364
792,3/1/20 5:40,severe,Grade 3 Severe Adverse Event,0,0,null,0,,,,0.108695652,0.214285714,0.559259728,0.363636364
793,3/1/20 5:40,shortness of breath,Dyspnea,0,0,null,1,1,1,1,0,0.157894737,0.570033203,0.285714286
794,3/1/20 5:41,SOB,Dyspnea,1,0,null,1,1,1,1,0,0.142857143,0.653896809,0.111111111
795,3/1/20 5:41,shortness of breath,Dyspnea,0,0,null,1,1,1,1,0,0.157894737,0.570033203,0.285714286
796,3/1/20 5:41,SOB,Palpitations,1,0,null,1,1,1,1,0,0.142857143,0.653896809,0.111111111
797,3/1/20 5:41,complications,Complication,1,0,null,1,1,1,1,1,0.923076923,0.785142183,0.9
798,3/1/20 5:42,COMPLICATIONS,Complication,1,0,null,1,1,1,1,1,0.923076923,0.785142183,0.9
799,3/1/20 5:42,Complications,Complication,0,0,null,1,1,1,1,1,0.923076923,0.785142183,0.9
800,3/1/20 5:42,Complications,Complication,0,0,null,1,1,1,1,1,0.923076923,0.785142183,0.9
801,3/1/20 5:42,Complications,Complication,0,0,null,1,1,1,1,1,0.923076923,0.785142183,0.9
802,3/1/20 5:42,YES,Yes - Presence findings,0,0,null,0,,,,0.135135135,0.130434783,0.452659495,0.230769231
803,3/1/20 5:43,dizziness,Dizziness,0,0,null,1,1,1,1,1,1,1,1
804,3/1/20 5:43,YES,Yes - Presence findings,0,0,null,0,,,,0.135135135,0.130434783,0.452659495,0.230769231
805,3/1/20 5:43,YES,Yes - Presence findings,0,0,null,0,,,,0.135135135,0.130434783,0.452659495,0.230769231
806,3/1/20 5:43,dizziness,Dizziness,0,0,null,1,1,1,1,1,1,1,1
807,3/1/20 5:43,YES,Yes - Presence findings,0,0,null,0,,,,0.135135135,0.130434783,0.452659495,0.230769231
808,3/1/20 5:44,dizziness,Dizziness,0,0,null,1,1,1,1,1,1,1,1
809,3/1/20 5:44,dizziness,Dizziness,0,0,null,1,1,1,1,1,1,1,1
810,3/1/20 5:44,dizziness,Dizziness,0,0,null,1,1,1,1,1,1,1,1
811,3/1/20 5:44,ejection,Ejection as a Sports activity,0,0,null,0,,,,0.108695652,0.275862069,0.307652796,0.5
812,3/1/20 5:45,ejection,Ejection as a Sports activity,0,0,null,0,,,,0.108695652,0.275862069,0.307652796,0.5
813,3/1/20 5:45,labs,Laboratory test finding,0,0,null,0,,,,0.178571429,0.173913043,0.223656754,0.266666667
814,3/1/20 5:45,ejection,Ejection as a Sports activity,0,0,null,0,,,,0.108695652,0.275862069,0.307652796,0.5
815,3/1/20 5:45,ejection,Ejection as a Sports activity,0,0,null,0,,,,0.108695652,0.275862069,0.307652796,0.5
816,3/1/20 5:45,labs,Laboratory test finding,0,0,null,0,,,,0.178571429,0.173913043,0.223656754,0.266666667
817,3/1/20 5:45,LABS,Laboratory test finding,0,0,null,0,,,,0.178571429,0.173913043,0.223656754,0.266666667
818,3/1/20 5:47,no known drug allergies,No known allergy,0,0,null,1,1,1,1,1.018145161,0.652173913,0.25765729,0.666666667
819,3/1/20 5:47,LABS,Laboratory test finding,0,0,null,0,,,,0.178571429,0.173913043,0.223656754,0.266666667
820,3/1/20 5:48,back pain,Back Pain,0,0,null,1,1,1,1,1,1,1,1
821,3/1/20 5:48,back pain,Back Pain,0,0,null,1,1,1,1,1,1,1,1
822,3/1/20 5:48,back pain,Back Pain,0,0,null,1,1,1,1,1,1,1,1
823,3/1/20 5:48,PROM,"Fetal Membranes, Premature Rupture",0,0,null,1,1,1,1,0,0.088235294,0.603748381,0.2
824,3/1/20 5:49,Chronic pain,Chronic pain,0,0,null,1,1,1,1,1,1,1,1
825,3/1/20 5:49,chronic pain,Chronic pain,0,0,null,1,1,1,1,1,1,1,1
826,3/1/20 5:49,CELLULITIS,Cellulitis,0,0,Structure of left lower leg,1,1,1,1,1,1,1,1
827,3/1/20 5:49,cellulitis,Cellulitis,0,0,Bone structure of tibia,1,1,1,1,1,1,1,1
828,3/1/20 5:55,blood clots,Thrombus,0,0,Blood,1,1,1,1,0,0.181818182,0.450980633,0.333333333
829,3/1/20 6:02,thrombus,Thrombus,0,0,null,1,1,1,1,1,1,1,1
830,3/1/20 6:02,thrombus,Thrombus,0,0,null,1,1,1,1,1,1,1,1
831,3/1/20 6:03,no known drug allergies,No known allergy,0,0,null,0,,,,1.018145161,0.652173913,0.25765729,0.666666667
832,3/1/20 6:03,No Known Allergies,No known allergy,0,0,null,1,1,1,1,1.25,0.833333333,0.855543911,0.769230769
833,3/1/20 6:04,ACTIVITY,Regular exercise (observable entity),0,0,null,1,1,1,1,0.263157895,0.470588235,0.438851446,0.545454545
834,3/1/20 6:05,blood clots,Thrombus,0,0,Blood,1,1,1,1,0,0.181818182,0.450980633,0.333333333
835,3/1/20 6:06,diaphoresis,Increased sweating,0,0,null,1,1,1,0,0.263157895,0.166666667,0.547777787,0.4
836,3/1/20 6:07,bright red blood per rectum,Normal weight,0,0,Rectum,1,1,1,1,0,0.148148148,0.795645177,0.411764706
837,3/1/20 6:07,allergy to IBUPROFEN,Ibuprofen allergy,0,0,null,1,1,1,1,0.476190476,0.15,0.445253629,0.933333333
838,3/1/20 6:08,no significant change,Source,0,0,null,0,,,,0.333333333,0.523809524,1,0.769230769
839,3/1/20 6:09,flexion,"Flexion, function",0,0,null,1,1,1,1,0,0.411764706,0.702616543,0.583333333
840,3/1/20 6:09,management,Management procedure,0,0,null,1,1,1,1,0.263157895,0.5,0.595465705,0.461538462
841,3/1/20 6:09,no nausea or vomiting,No vomiting,0,0,null,1,1,1,1,0.454545455,0.523809524,0.467140847,0.615384615
842,3/1/20 6:10,swollen,Swelling,0,0,null,1,1,1,1,0,0.625,0.663924158,0.625
843,3/1/20 6:11,swelling,Swelling,0,0,null,1,1,1,1,1,1,1,1
844,3/1/20 6:11,difficult,Has difficulty doing (qualifier value),0,0,null,1,1,1,1,0,0.236842105,0.259914891,0.333333333
845,3/1/20 6:11,SOCIAL HISTORY,Social and personal history,0,0,null,1,1,1,1,0.263157895,0.518518519,0.428094853,0.733333333
846,3/1/20 6:11,fevers,Fever,1,0,null,1,1,1,1,1,0.833333333,0.863511384,0.8
847,3/1/20 6:11,fevers,Fever,1,0,null,1,1,1,1,1,0.833333333,0.863511384,0.8
848,3/1/20 6:12,carotid bruits,Carotid bruit,0,0,null,1,1,1,1,1.277777778,0.928571429,0.813913733,0.909090909
849,3/1/20 6:12,ataxia,Ataxia,0,0,null,1,1,1,1,1,1,1,1
850,3/1/20 6:12,murmur,Carotid bruit,0,0,null,1,1,1,1,0.263157895,0.5,0.36337319,0.375
851,3/1/20 6:12,ataxia,Ataxia,0,0,null,1,1,1,1,1,1,1,1
852,3/1/20 6:12,movements,Movement,1,0,null,1,1,1,1,1,0.888888889,0.892545104,0.857142857
853,3/1/20 6:12,emotional,Emotional,0,0,null,1,1,1,0,1,1,1,1
854,3/1/20 6:14,INR,International Normalized Ratio,0,0,null,1,1,1,1,0.981481481,0.967741935,1,0.923076923
855,3/1/20 6:14,amp,Adenosine Monophosphate,0,0,null,1,1,1,1,0,0.130434783,0.469460875,0.25
856,3/1/20 6:14,INR,International Normalized Ratio,0,0,null,1,1,1,1,0.981481481,0.967741935,1,0.923076923
857,3/1/20 6:15,INR,International Normalized Ratio,0,0,null,1,1,1,1,0.981481481,0.967741935,1,0.923076923
858,3/1/20 6:15,INR,International Normalized Ratio,0,0,null,1,1,1,1,0.981481481,0.967741935,1,0.923076923
859,3/1/20 6:15,INR,International Normalized Ratio,0,0,null,1,1,1,1,0.981481481,0.967741935,1,0.923076923
860,3/1/20 6:15,POTASSIUM CHLORIDE,Adenosine Monophosphate,0,0,null,1,1,1,1,1,1,1,1
861,3/1/20 6:16,INR,International Normalized Ratio,0,0,null,1,1,1,1,0.981481481,0.967741935,1,0.923076923
862,3/1/20 6:19,NIFEREX-150,Adenosine Monophosphate,0,0,null,1,1,1,1,1,1,0,1
863,3/1/20 6:20,PLAVIX,Adenosine Monophosphate,0,0,null,1,1,1,1,1,1,1,1
864,3/1/20 6:21,Electrocardiogram,Electrocardiography,0,0,null,1,1,1,1,0,0.842105263,0.881710649,0.714285714
865,3/1/20 6:22,pain control,Pain control,0,0,null,1,1,1,1,1,1,1,1
866,3/1/20 6:22,Electrocardiogram,Electrocardiography,0,0,null,1,1,1,1,0,0.842105263,0.881710649,0.714285714
867,3/1/20 6:23,low fat/cholesterol diet,Pain control,0,0,null,1,1,1,1,0.166666667,0.257142857,0.058305182,0.65
868,3/1/20 6:23,ECG,Electrocardiography,0,0,null,1,1,1,1,0,0.421052632,0.337476489,0.454545455
869,3/1/20 6:23,grafting,Grafting procedure,0,0,null,1,1,1,1,0.263157895,0.444444444,0.756766021,0.5
870,3/1/20 6:23,ECG,Electrocardiography,0,0,null,1,1,1,1,0,0.421052632,0.337476489,0.454545455
871,3/1/20 6:23,ECG,Electrocardiography,0,0,null,1,1,1,1,0,0.421052632,0.337476489,0.454545455
872,3/1/20 6:23,visual field exam,Visual field study,0,0,null,1,1,1,1,0.625,0.722222222,0.478745272,0.714285714
873,3/1/20 6:23,electrocardiogram,Electrocardiography,0,0,null,1,1,1,1,0,0.842105263,0.881710649,0.714285714
874,3/1/20 6:23,rehab,Rehabilitation therapy,0,0,null,1,1,1,1,0,0.227272727,0.349783756,0.384615385
875,3/1/20 6:24,Rehabilitation,Rehabilitation therapy,0,0,null,1,1,1,1,0.263157895,0.636363636,0.745181441,0.769230769
876,3/1/20 6:24,EKG,Electrocardiography,0,0,null,1,1,1,1,0,0.421052632,0.351703462,0.454545455
877,3/1/20 6:24,low-fat diet,Fat-Restricted Diet,0,0,null,1,1,1,1,0.25,0.368421053,0.807563454,0.571428571
878,3/1/20 6:24,EKG,Electrocardiography,0,0,null,1,1,1,1,0,0.421052632,0.351703462,0.454545455
879,3/1/20 6:24,Low saturated fat,Fat-Restricted Diet,0,0,null,1,1,1,1,0,0.315789474,0.69533362,0.533333333
880,3/1/20 6:24,EKG,Electrocardiography,1,0,null,1,1,1,1,0,0.421052632,0.351703462,0.454545455
881,3/1/20 6:24,EKG,Electrocardiography,0,0,null,1,1,1,1,0,0.421052632,0.351703462,0.454545455
882,3/1/20 6:26,ICA,Antibody to islet cells of pancreas measurement,0,0,null,0,,,,0,0.063829787,0.351392916,0.166666667
883,3/1/20 6:26,Urinalysis,Urinalysis,0,0,null,1,1,1,1,1,1,1,1
884,3/1/20 6:26,ICA,Antibody to islet cells of pancreas measurement,0,0,null,0,,,,0,0.063829787,0.351392916,0.166666667
885,3/1/20 6:26,Urinalysis,Urinalysis,0,0,null,1,1,1,1,1,1,1,1
886,3/1/20 6:26,ICA,Antibody to islet cells of pancreas measurement,0,0,null,0,,,,0,0.063829787,0.351392916,0.166666667
887,3/1/20 6:26,ICA,Antibody to islet cells of pancreas measurement,0,0,null,0,,,,0,0.063829787,0.351392916,0.166666667
888,3/1/20 6:27,Urinalysis,Urinalysis,0,0,null,1,1,1,1,1,1,1,1
889,3/1/20 6:27,Dialysis,Dialysis procedure,0,0,null,1,1,1,1,0.263157895,0.444444444,0.629607886,0.461538462
890,3/1/20 6:28,bicarb,Dialysis procedure,0,0,null,1,1,1,1,0,0.260869565,0.435013607,0.384615385
891,3/1/20 6:29,liver function tests,Liver Function Tests,0,0,null,1,1,1,1,1,1,1,1
892,3/1/20 6:29,blood cell count,Liver Function Tests,0,0,null,1,1,1,1,1,1,1,1
893,3/1/20 6:30,EKG,Electrocardiography,0,0,null,1,1,1,1,0,0.421052632,0.351703462,0.454545455
894,3/1/20 6:30,EKG,Electrocardiography,0,0,null,1,1,1,1,0,0.421052632,0.351703462,0.454545455
895,3/1/20 6:30,EKG,Electrocardiography,0,0,null,1,1,1,1,0,0.421052632,0.351703462,0.454545455
896,3/1/20 6:30,ekg,Electrocardiography,0,0,null,1,1,1,1,0,0.421052632,0.351703462,0.454545455
897,3/1/20 6:31,page,Patient-Controlled Analgesia,0,0,null,0,,,,0,0.117647059,0.180414155,0.25
898,3/1/20 6:31,blood cultures,Blood culture,0,0,null,1,1,1,1,1.277777778,0.928571429,0.833148032,0.909090909
899,3/1/20 6:31,blood cultures,Blood culture,0,0,null,1,1,1,1,1.277777778,0.928571429,0.833148032,0.909090909
900,3/1/20 6:32,ultrasound,Ultrasonography,0,0,null,0,,,,0.5,0.466666667,0.888970852,0.615384615
901,3/1/20 6:32,discussion,Discussion (procedure),0,0,null,1,1,1,1,0.263157895,0.454545455,0.692105085,0.538461538
902,3/1/20 6:32,ultrasound,Ultrasonography,0,0,null,0,,,,0.5,0.466666667,0.888970852,0.615384615
903,3/1/20 6:32,replacement,Discussion (procedure),0,0,null,1,1,1,1,0,0.238095238,0.303801432,0.533333333
904,3/1/20 6:32,ultrasound,Ultrasonography,0,0,null,0,,,,0.5,0.466666667,0.888970852,0.615384615
905,3/1/20 6:33,stretching,Stretching exercises,1,0,null,1,1,1,1,0.263157895,0.5,0.907065928,0.818181818
906,3/1/20 6:33,white blood cell count,White Blood Cell Count procedure,0,0,null,1,1,1,1,0.80994898,0.6875,1,0.866666667
907,3/1/20 6:33,white blood cell count,White Blood Cell Count procedure,0,0,null,1,1,1,1,0.80994898,0.6875,1,0.866666667
908,3/1/20 6:33,AROM,Stretching exercises,0,0,Shoulder,0,,,,0,0.142857143,0.012001103,0.307692308
909,3/1/20 6:33,white blood cell count,White Blood Cell Count procedure,0,0,null,1,1,1,1,0.80994898,0.6875,1,0.866666667
910,3/1/20 6:33,White blood cell count,White Blood Cell Count procedure,0,0,null,1,1,1,1,0.80994898,0.6875,1,0.866666667
911,3/1/20 6:34,blood cultures,Blood culture,0,0,null,1,1,1,1,1.277777778,0.928571429,0.833148032,0.909090909
912,3/1/20 6:34,blood cultures,Blood culture,0,0,null,1,1,1,1,1.277777778,0.928571429,0.833148032,0.909090909
913,3/1/20 6:34,cholecystectomy,Cholecystectomy procedure,0,0,Coronary artery graft (morphologic abnormality),1,1,1,1,0.263157895,0.6,0.838336408,0.642857143
914,3/1/20 6:34,blood cultures,Blood culture,0,0,null,1,1,1,1,1.277777778,0.928571429,0.833148032,0.909090909
915,3/1/20 6:35,cell count,Cell Count,0,0,null,1,1,1,1,1,1,1,1
916,3/1/20 6:35,hematocrit,Cell Count,0,0,null,1,1,1,1,0.263157895,0.5,0.594238773,0.692307692
917,3/1/20 6:35,cell count,Cell Count,0,0,null,1,1,1,1,1,1,1,1
918,3/1/20 6:35,oxygen saturation,Oxygen saturation measurement,0,0,null,1,1,1,1,0.646551724,0.586206897,1,0.928571429
919,3/1/20 6:36,head CT,CAT scan of head,0,0,null,1,1,1,1,0.131578947,0.125,0.647321701,0.636363636
920,3/1/20 6:36,ultrasound,Ultrasonography,0,0,null,1,1,1,1,0.5,0.466666667,0.888970852,0.615384615
921,3/1/20 6:36,ultrasound,Ultrasonography,0,0,null,1,1,1,1,0.5,0.466666667,0.888970852,0.615384615
922,3/1/20 6:36,Head CT,CAT scan of head,0,0,null,1,1,1,1,0.131578947,0.125,0.647321701,0.636363636
923,3/1/20 6:36,ROM,Range of motion technique (procedure),0,0,null,1,1,1,1,0.613425926,0.405405405,0.37677805,0.55
924,3/1/20 6:37,Urinalysis,Urinalysis,0,0,null,1,1,1,1,1,1,1,1
925,3/1/20 6:37,sulfate,Sulfate measurement,0,0,null,1,1,1,1,0.263157895,0.368421053,0.50688239,0.636363636
926,3/1/20 6:37,Neck MRI,Magnetic Resonance Imaging (MRI) of Neck,0,0,null,1,1,1,1,0.089285714,0.175,0.301936887,0.5
927,3/1/20 6:38,plain film,Plain x-ray,0,0,null,0,,,,0.25,0.545454545,0.676898599,0.5
928,3/1/20 6:38,knee,"Joint Examination, Knee",0,0,null,0,,,,0.178571429,0.173913043,0.66565303,0.25
